timestamp, btcusd_open, btcusd_high, btcusd_low, btcusd_close, btcusd_volume, btcusd_lastSize
datetime, float, float, float, float, float, float
T,  ,  ,  ,  ,  ,  
2018-06-09 23:56:00.000000,7479.5,7489.5,7479.5,7489.0,8156332.0,25.0
2018-06-09 23:57:00.000000,7489.0,7490.0,7488.5,7489.5,3696189.0,2000.0
2018-06-09 23:58:00.000000,7489.5,7490.5,7489.5,7490.5,3950628.0,500.0
2018-06-09 23:59:00.000000,7490.5,7492.5,7490.0,7492.5,2170986.0,12.0
2018-06-10 00:00:00.000000,7492.5,7492.5,7492.0,7492.0,3017115.0,50.0
2018-06-10 00:01:00.000000,7492.0,7492.5,7472.5,7474.5,9288617.0,38.0
2018-06-10 00:02:00.000000,7474.5,7481.5,7474.0,7477.0,6670393.0,1.0
2018-06-10 00:03:00.000000,7477.0,7477.5,7405.0,7420.0,37216284.0,18000.0
2018-06-10 00:04:00.000000,7420.0,7440.5,7407.5,7439.5,10067424.0,7452.0
2018-06-10 00:05:00.000000,7439.5,7447.0,7439.5,7443.5,7335005.0,33920.0
2018-06-10 00:06:00.000000,7443.5,7451.5,7434.0,7434.0,9718268.0,100.0
2018-06-10 00:07:00.000000,7434.0,7446.5,7434.0,7438.5,3016055.0,200.0
2018-06-10 00:08:00.000000,7438.5,7442.0,7438.5,7438.5,3948371.0,37.0
2018-06-10 00:09:00.000000,7438.5,7439.0,7424.0,7435.0,4819261.0,38.0
2018-06-10 00:10:00.000000,7435.0,7445.0,7434.5,7445.0,4439135.0,15000.0
2018-06-10 00:11:00.000000,7445.0,7445.0,7441.0,7441.5,1715981.0,1000.0
2018-06-10 00:12:00.000000,7441.5,7445.0,7441.0,7444.5,2416874.0,280.0
2018-06-10 00:13:00.000000,7444.5,7449.0,7444.0,7448.5,1800565.0,5.0
2018-06-10 00:14:00.000000,7448.5,7449.0,7444.5,7448.0,2305598.0,98.0
2018-06-10 00:15:00.000000,7448.0,7448.0,7445.0,7445.5,1155532.0,111.0
2018-06-10 00:16:00.000000,7445.5,7448.5,7445.0,7448.5,1694425.0,5000.0
2018-06-10 00:17:00.000000,7448.5,7448.5,7448.0,7448.0,1742489.0,5000.0
2018-06-10 00:18:00.000000,7448.0,7448.5,7437.5,7442.0,3413609.0,38.0
2018-06-10 00:19:00.000000,7442.0,7442.5,7429.5,7430.0,3645560.0,10000.0
2018-06-10 00:20:00.000000,7430.0,7435.0,7427.5,7435.0,4751565.0,30000.0
2018-06-10 00:21:00.000000,7435.0,7437.5,7434.5,7437.5,2074541.0,1500.0
2018-06-10 00:22:00.000000,7437.5,7437.5,7436.5,7436.5,1851257.0,24459.0
2018-06-10 00:23:00.000000,7436.5,7437.0,7436.5,7437.0,1089993.0,1000.0
2018-06-10 00:24:00.000000,7437.0,7437.0,7410.0,7423.0,6944294.0,100.0
2018-06-10 00:25:00.000000,7423.0,7423.0,7389.0,7396.0,25614534.0,500.0
2018-06-10 00:26:00.000000,7396.0,7398.0,7388.0,7389.0,10813682.0,951.0
2018-06-10 00:27:00.000000,7389.0,7388.5,7355.0,7366.0,35782035.0,90.0
2018-06-10 00:28:00.000000,7366.0,7381.5,7361.0,7381.5,13124782.0,10000.0
2018-06-10 00:29:00.000000,7381.5,7381.5,7377.5,7377.5,5786545.0,10000.0
2018-06-10 00:30:00.000000,7377.5,7378.0,7376.0,7376.5,2716464.0,100.0
2018-06-10 00:31:00.000000,7376.5,7376.5,7365.5,7376.0,8237303.0,500.0
2018-06-10 00:32:00.000000,7376.0,7385.5,7375.5,7383.5,7224056.0,37.0
2018-06-10 00:33:00.000000,7383.5,7384.0,7380.5,7383.0,6336879.0,1002.0
2018-06-10 00:34:00.000000,7383.0,7390.0,7382.5,7390.0,4506493.0,50.0
2018-06-10 00:35:00.000000,7390.0,7390.0,7389.0,7389.0,3124960.0,604.0
2018-06-10 00:36:00.000000,7389.0,7389.5,7389.0,7389.0,2235578.0,12000.0
2018-06-10 00:37:00.000000,7389.0,7389.5,7385.0,7385.0,3074757.0,10000.0
2018-06-10 00:38:00.000000,7385.0,7390.5,7384.0,7390.0,2733253.0,500.0
2018-06-10 00:39:00.000000,7390.0,7390.5,7384.0,7384.5,2398036.0,12.0
2018-06-10 00:40:00.000000,7384.5,7384.5,7378.0,7383.0,3433121.0,10000.0
2018-06-10 00:41:00.000000,7383.0,7387.0,7383.0,7387.0,3497285.0,10.0
2018-06-10 00:42:00.000000,7387.0,7396.0,7386.5,7396.0,6772046.0,1450.0
2018-06-10 00:43:00.000000,7396.0,7397.0,7395.0,7397.0,4136131.0,388.0
2018-06-10 00:44:00.000000,7397.0,7397.0,7396.5,7396.5,1082862.0,8500.0
2018-06-10 00:45:00.000000,7396.5,7397.0,7396.5,7396.5,485335.0,12074.0
2018-06-10 00:46:00.000000,7396.5,7397.0,7388.5,7389.5,3901790.0,150000.0
2018-06-10 00:47:00.000000,7389.5,7393.0,7389.5,7393.0,1933838.0,5000.0
2018-06-10 00:48:00.000000,7393.0,7393.0,7392.5,7393.0,1430336.0,7694.0
2018-06-10 00:49:00.000000,7393.0,7394.5,7392.5,7394.5,1373288.0,6000.0
2018-06-10 00:50:00.000000,7394.5,7394.5,7372.0,7374.5,9765842.0,1661.0
2018-06-10 00:51:00.000000,7374.5,7380.0,7285.0,7302.0,43419156.0,120.0
2018-06-10 00:52:00.000000,7302.0,7319.0,7280.0,7314.5,21917092.0,1200.0
2018-06-10 00:53:00.000000,7314.5,7330.0,7314.5,7325.0,10490470.0,1700.0
2018-06-10 00:54:00.000000,7325.0,7325.5,7317.0,7317.0,5110767.0,7068.0
2018-06-10 00:55:00.000000,7317.0,7330.0,7316.0,7329.0,11023230.0,1000.0
2018-06-10 00:56:00.000000,7329.0,7330.5,7306.0,7310.0,9459221.0,20000.0
2018-06-10 00:57:00.000000,7310.0,7314.5,7301.0,7312.5,9172469.0,400.0
2018-06-10 00:58:00.000000,7312.5,7313.0,7300.0,7300.5,9357448.0,2319.0
2018-06-10 00:59:00.000000,7300.5,7300.5,7257.5,7269.5,20313985.0,3000.0
2018-06-10 01:00:00.000000,7269.5,7280.0,7262.5,7277.0,14075450.0,20000.0
2018-06-10 01:01:00.000000,7277.0,7287.5,7277.0,7281.0,8754166.0,160.0
2018-06-10 01:02:00.000000,7281.0,7293.0,7280.5,7292.5,7525458.0,2.0
2018-06-10 01:03:00.000000,7292.5,7305.0,7292.0,7305.0,11611274.0,1000.0
2018-06-10 01:04:00.000000,7305.0,7314.0,7304.5,7310.5,9478532.0,49990.0
2018-06-10 01:05:00.000000,7310.5,7310.5,7310.0,7310.5,2405969.0,73100.0
2018-06-10 01:06:00.000000,7310.5,7324.5,7310.0,7317.5,5608846.0,3912.0
2018-06-10 01:07:00.000000,7317.5,7317.5,7296.0,7301.5,7703898.0,17283.0
2018-06-10 01:08:00.000000,7301.5,7305.0,7298.5,7303.0,4848848.0,1000.0
2018-06-10 01:09:00.000000,7303.0,7313.0,7303.0,7310.5,3105695.0,1.0
2018-06-10 01:10:00.000000,7310.5,7310.5,7303.0,7308.5,3534792.0,96.0
2018-06-10 01:11:00.000000,7308.5,7315.0,7303.0,7315.0,4745080.0,37.0
2018-06-10 01:12:00.000000,7315.0,7325.0,7315.0,7325.0,4292837.0,7535.0
2018-06-10 01:13:00.000000,7325.0,7329.0,7315.0,7315.0,6055675.0,562.0
2018-06-10 01:14:00.000000,7315.0,7326.0,7309.0,7324.0,4259689.0,3063.0
2018-06-10 01:15:00.000000,7324.0,7324.0,7320.5,7321.0,1440578.0,2000.0
2018-06-10 01:16:00.000000,7321.0,7322.5,7320.5,7322.0,994337.0,37.0
2018-06-10 01:17:00.000000,7322.0,7322.5,7312.5,7312.5,3386108.0,1.0
2018-06-10 01:18:00.000000,7312.5,7319.0,7312.0,7314.5,2072266.0,200.0
2018-06-10 01:19:00.000000,7314.5,7314.0,7313.5,7313.5,672820.0,1.0
2018-06-10 01:20:00.000000,7313.5,7314.0,7313.5,7314.0,1047305.0,1000.0
2018-06-10 01:21:00.000000,7314.0,7324.0,7313.5,7324.0,3418323.0,200.0
2018-06-10 01:22:00.000000,7324.0,7325.0,7319.5,7319.5,3832316.0,20000.0
2018-06-10 01:23:00.000000,7319.5,7322.0,7319.5,7322.0,989877.0,8455.0
2018-06-10 01:24:00.000000,7322.0,7322.5,7322.0,7322.5,1566970.0,6206.0
2018-06-10 01:25:00.000000,7322.5,7322.5,7322.0,7322.5,539350.0,1.0
2018-06-10 01:26:00.000000,7322.5,7322.5,7319.0,7319.0,2834735.0,75.0
2018-06-10 01:27:00.000000,7319.0,7319.0,7312.0,7312.5,2329368.0,1.0
2018-06-10 01:28:00.000000,7312.5,7313.0,7303.0,7303.0,5281034.0,37.0
2018-06-10 01:29:00.000000,7303.0,7305.5,7303.0,7305.5,2271899.0,750.0
2018-06-10 01:30:00.000000,7305.5,7305.5,7305.0,7305.5,1042629.0,1.0
2018-06-10 01:31:00.000000,7305.5,7305.5,7302.0,7302.0,2096931.0,37.0
2018-06-10 01:32:00.000000,7302.0,7308.5,7301.0,7308.5,2365154.0,5000.0
2018-06-10 01:33:00.000000,7308.5,7315.0,7308.0,7314.5,2868337.0,37.0
2018-06-10 01:34:00.000000,7314.5,7317.0,7314.5,7316.5,1501973.0,37.0
2018-06-10 01:35:00.000000,7316.5,7317.0,7316.5,7316.5,938686.0,27808.0
2018-06-10 01:36:00.000000,7316.5,7317.0,7311.5,7312.0,2544625.0,1.0
2018-06-10 01:37:00.000000,7312.0,7314.0,7311.5,7314.0,1198887.0,5000.0
2018-06-10 01:38:00.000000,7314.0,7327.0,7314.0,7327.0,4918862.0,25000.0
2018-06-10 01:39:00.000000,7327.0,7331.0,7326.0,7328.0,3631094.0,30000.0
2018-06-10 01:40:00.000000,7328.0,7358.0,7328.0,7349.5,16238394.0,50.0
2018-06-10 01:41:00.000000,7349.5,7350.0,7339.5,7340.0,3427832.0,20000.0
2018-06-10 01:42:00.000000,7340.0,7340.0,7335.5,7336.0,3128089.0,100.0
2018-06-10 01:43:00.000000,7336.0,7338.5,7335.5,7338.5,2506950.0,1.0
2018-06-10 01:44:00.000000,7338.5,7340.0,7338.0,7338.5,1758575.0,10.0
2018-06-10 01:45:00.000000,7338.5,7338.5,7338.0,7338.5,843554.0,100.0
2018-06-10 01:46:00.000000,7338.5,7338.5,7337.0,7338.0,1618671.0,37.0
2018-06-10 01:47:00.000000,7338.0,7338.0,7316.5,7324.0,5943754.0,170.0
2018-06-10 01:48:00.000000,7324.0,7330.0,7313.0,7324.0,4690914.0,378.0
2018-06-10 01:49:00.000000,7324.0,7324.5,7316.5,7316.5,2151179.0,559.0
2018-06-10 01:50:00.000000,7316.5,7325.5,7316.5,7325.0,1566928.0,1700.0
2018-06-10 01:51:00.000000,7325.0,7325.5,7323.0,7323.5,544071.0,1000.0
2018-06-10 01:52:00.000000,7323.5,7324.0,7323.0,7324.0,600953.0,2258.0
2018-06-10 01:53:00.000000,7324.0,7327.5,7324.0,7327.0,583816.0,45000.0
2018-06-10 01:54:00.000000,7327.0,7327.5,7327.0,7327.0,288776.0,3300.0
2018-06-10 01:55:00.000000,7327.0,7327.5,7327.0,7327.5,601373.0,2000.0
2018-06-10 01:56:00.000000,7327.5,7329.5,7327.0,7329.5,1584468.0,10000.0
2018-06-10 01:57:00.000000,7329.5,7329.5,7324.5,7325.0,1604679.0,1000.0
2018-06-10 01:58:00.000000,7325.0,7328.5,7324.5,7328.5,812245.0,1.0
2018-06-10 01:59:00.000000,7328.5,7330.0,7328.0,7330.0,767296.0,316.0
2018-06-10 02:00:00.000000,7330.0,7330.0,7324.5,7325.0,1713268.0,950.0
2018-06-10 02:01:00.000000,7325.0,7325.0,7324.5,7325.0,1165048.0,1.0
2018-06-10 02:02:00.000000,7325.0,7325.0,7324.5,7325.0,657993.0,10.0
2018-06-10 02:03:00.000000,7325.0,7325.0,7324.5,7324.5,335356.0,500.0
2018-06-10 02:04:00.000000,7324.5,7329.5,7325.0,7329.5,545417.0,10000.0
2018-06-10 02:05:00.000000,7329.5,7329.5,7325.0,7325.0,1147470.0,20000.0
2018-06-10 02:06:00.000000,7325.0,7329.5,7325.0,7329.0,573597.0,600.0
2018-06-10 02:07:00.000000,7329.0,7329.5,7328.5,7329.0,316757.0,10.0
2018-06-10 02:08:00.000000,7329.0,7329.0,7327.5,7327.5,706927.0,45.0
2018-06-10 02:09:00.000000,7327.5,7327.5,7327.0,7327.0,302496.0,10000.0
2018-06-10 02:10:00.000000,7327.0,7327.5,7327.0,7327.5,168514.0,900.0
2018-06-10 02:11:00.000000,7327.5,7327.5,7325.0,7325.5,1571943.0,200.0
2018-06-10 02:12:00.000000,7325.5,7325.5,7323.5,7324.0,1618163.0,33.0
2018-06-10 02:13:00.000000,7324.0,7324.0,7323.5,7324.0,429639.0,500.0
2018-06-10 02:14:00.000000,7324.0,7324.0,7323.5,7323.5,215912.0,2000.0
2018-06-10 02:15:00.000000,7323.5,7324.0,7320.0,7320.0,2113246.0,900.0
2018-06-10 02:16:00.000000,7320.0,7320.5,7319.5,7320.0,303034.0,3788.0
2018-06-10 02:17:00.000000,7320.0,7320.0,7319.5,7319.5,608204.0,7.0
2018-06-10 02:18:00.000000,7319.5,7320.0,7319.5,7319.5,737798.0,10.0
2018-06-10 02:19:00.000000,7319.5,7320.0,7318.0,7318.0,665062.0,1400.0
2018-06-10 02:20:00.000000,7318.0,7325.0,7318.0,7325.0,1758815.0,5000.0
2018-06-10 02:21:00.000000,7325.0,7325.0,7324.5,7325.0,796240.0,5000.0
2018-06-10 02:22:00.000000,7325.0,7325.0,7324.5,7324.5,289927.0,400.0
2018-06-10 02:23:00.000000,7324.5,7325.0,7320.0,7320.0,771157.0,400.0
2018-06-10 02:24:00.000000,7320.0,7320.5,7315.0,7316.0,3764645.0,881.0
2018-06-10 02:25:00.000000,7316.0,7316.0,7311.0,7311.0,2622494.0,50.0
2018-06-10 02:26:00.000000,7311.0,7317.0,7311.0,7317.0,2733067.0,589.0
2018-06-10 02:27:00.000000,7317.0,7320.0,7316.5,7320.0,2563271.0,4960.0
2018-06-10 02:28:00.000000,7320.0,7320.0,7319.5,7319.5,827314.0,100.0
2018-06-10 02:29:00.000000,7319.5,7320.0,7317.0,7317.5,610084.0,1000.0
2018-06-10 02:30:00.000000,7317.5,7317.5,7317.0,7317.5,749055.0,10000.0
2018-06-10 02:31:00.000000,7317.5,7317.5,7317.0,7317.5,1606911.0,50.0
2018-06-10 02:32:00.000000,7317.5,7317.0,7316.0,7316.0,718525.0,15693.0
2018-06-10 02:33:00.000000,7316.0,7316.5,7314.5,7314.5,229876.0,3000.0
2018-06-10 02:34:00.000000,7314.5,7315.0,7310.0,7310.0,1987828.0,2400.0
2018-06-10 02:35:00.000000,7310.0,7310.5,7301.5,7301.5,5941526.0,150.0
2018-06-10 02:36:00.000000,7301.5,7305.0,7295.0,7304.5,5200125.0,500.0
2018-06-10 02:37:00.000000,7304.5,7307.5,7304.5,7307.5,1492524.0,1885.0
2018-06-10 02:38:00.000000,7307.5,7311.5,7307.0,7311.5,1152634.0,1.0
2018-06-10 02:39:00.000000,7311.5,7314.5,7311.0,7314.0,1093019.0,20000.0
2018-06-10 02:40:00.000000,7314.0,7317.0,7314.0,7317.0,1468092.0,17000.0
2018-06-10 02:41:00.000000,7317.0,7317.0,7316.5,7316.5,864800.0,184.0
2018-06-10 02:42:00.000000,7316.5,7317.0,7316.5,7317.0,665782.0,1000.0
2018-06-10 02:43:00.000000,7317.0,7317.0,7316.5,7317.0,437835.0,5.0
2018-06-10 02:44:00.000000,7317.0,7317.0,7316.5,7317.0,292514.0,2100.0
2018-06-10 02:45:00.000000,7317.0,7317.0,7316.5,7317.0,479729.0,10.0
2018-06-10 02:46:00.000000,7317.0,7317.0,7316.5,7317.0,489272.0,1500.0
2018-06-10 02:47:00.000000,7317.0,7317.0,7316.5,7316.5,1429894.0,4881.0
2018-06-10 02:48:00.000000,7316.5,7317.5,7316.5,7317.5,1543737.0,2800.0
2018-06-10 02:49:00.000000,7317.5,7322.5,7318.0,7322.5,1147572.0,1.0
2018-06-10 02:50:00.000000,7322.5,7322.0,7319.0,7319.5,933783.0,1000.0
2018-06-10 02:51:00.000000,7319.5,7321.0,7319.0,7321.0,809276.0,1000.0
2018-06-10 02:52:00.000000,7321.0,7322.0,7320.5,7321.5,430163.0,2000.0
2018-06-10 02:53:00.000000,7321.5,7322.0,7321.5,7322.0,1108919.0,1154.0
2018-06-10 02:54:00.000000,7322.0,7322.0,7321.5,7321.5,561322.0,10000.0
2018-06-10 02:55:00.000000,7321.5,7322.0,7321.5,7322.0,936230.0,32.0
2018-06-10 02:56:00.000000,7322.0,7326.0,7322.0,7326.0,995584.0,45.0
2018-06-10 02:57:00.000000,7326.0,7326.0,7325.5,7325.5,654533.0,29890.0
2018-06-10 02:58:00.000000,7325.5,7326.0,7324.5,7324.5,319452.0,4398.0
2018-06-10 02:59:00.000000,7324.5,7325.0,7322.0,7322.5,453630.0,1.0
2018-06-10 03:00:00.000000,7322.5,7324.5,7322.0,7324.5,845802.0,10.0
2018-06-10 03:01:00.000000,7324.5,7325.0,7324.5,7324.5,631175.0,16.0
2018-06-10 03:02:00.000000,7324.5,7325.0,7324.5,7324.5,305408.0,4000.0
2018-06-10 03:03:00.000000,7324.5,7325.0,7324.5,7325.0,332531.0,5000.0
2018-06-10 03:04:00.000000,7325.0,7325.5,7324.5,7325.5,633553.0,20.0
2018-06-10 03:05:00.000000,7325.5,7325.5,7325.0,7325.5,268728.0,50.0
2018-06-10 03:06:00.000000,7325.5,7325.5,7325.0,7325.5,184443.0,4000.0
2018-06-10 03:07:00.000000,7325.5,7326.0,7325.0,7326.0,516890.0,3000.0
2018-06-10 03:08:00.000000,7326.0,7326.0,7325.5,7325.5,241304.0,21866.0
2018-06-10 03:09:00.000000,7325.5,7326.0,7325.5,7326.0,168198.0,13908.0
2018-06-10 03:10:00.000000,7326.0,7326.0,7324.5,7325.0,3242258.0,1.0
2018-06-10 03:11:00.000000,7325.0,7325.0,7322.5,7322.5,603449.0,2500.0
2018-06-10 03:12:00.000000,7322.5,7323.0,7322.5,7322.5,421067.0,2000.0
2018-06-10 03:13:00.000000,7322.5,7323.0,7319.0,7319.0,1450863.0,1200.0
2018-06-10 03:14:00.000000,7319.0,7319.5,7315.0,7316.0,1695739.0,200.0
2018-06-10 03:15:00.000000,7316.0,7316.5,7316.0,7316.0,365288.0,400.0
2018-06-10 03:16:00.000000,7316.0,7316.5,7313.0,7313.0,1077994.0,3293.0
