Row,Timestamp,Actual,Prediction,Error,Confidence
1,2018-06-10 03:03:00-06:00,7222.00000000,7222.50000000,-0.00692,100.00000000
2,2018-06-10 03:03:00-06:00,7222.00000000,7222.50000000,-0.00692,0.19960080
3,2018-06-10 03:04:00-06:00,7222.50000000,7222.50000000,-0.00462,0.19960080
4,2018-06-10 03:04:00-06:00,7222.50000000,7222.50000000,-0.00346,0.19960080
5,2018-06-10 03:05:00-06:00,7222.00000000,7222.50000000,-0.00415,0.19960080
6,2018-06-10 03:05:00-06:00,7222.00000000,7222.50000000,-0.00462,0.19960080
7,2018-06-10 03:06:00-06:00,7222.50000000,7222.50000000,-0.00396,0.19960080
8,2018-06-10 03:06:00-06:00,7222.50000000,7228.00000000,-0.01298,0.19960080
9,2018-06-10 03:07:00-06:00,7228.00000000,7228.00000000,-0.01154,0.19723866
10,2018-06-10 03:07:00-06:00,7228.00000000,7228.00000000,-0.01038,4.62413318
11,2018-06-10 03:08:00-06:00,7228.00000000,7228.00000000,-0.00944,99.97873306
12,2018-06-10 03:08:00-06:00,7228.00000000,7222.50000000,-0.00231,100.00000000
13,2018-06-10 03:09:00-06:00,7228.00000000,7222.50000000,0.00372,100.00000000
14,2018-06-10 03:09:00-06:00,7228.00000000,7222.50000000,0.00889,100.00000000
15,2018-06-10 03:10:00-06:00,7227.50000000,7222.50000000,0.01291,100.00000000
16,2018-06-10 03:10:00-06:00,7227.50000000,7222.50000000,0.01642,99.99679327
17,2018-06-10 03:11:00-06:00,7227.50000000,7228.00000000,0.01505,100.00000000
18,2018-06-10 03:11:00-06:00,7227.50000000,7228.00000000,0.01383,100.00000000
19,2018-06-10 03:12:00-06:00,7230.00000000,7228.00000000,0.01456,100.00000000
20,2018-06-10 03:12:00-06:00,7230.00000000,7230.00000000,0.01383,100.00000000
21,2018-06-10 03:13:00-06:00,7230.50000000,7228.00000000,0.01482,99.99998212
22,2018-06-10 03:13:00-06:00,7230.50000000,7228.00000000,0.01572,100.00000000
23,2018-06-10 03:14:00-06:00,7232.50000000,7228.00000000,0.01774,100.00000000
24,2018-06-10 03:14:00-06:00,7232.50000000,7229.00000000,0.01902,91.04496241
25,2018-06-10 03:15:00-06:00,7232.50000000,7233.00000000,0.01798,99.96810555
26,2018-06-10 03:15:00-06:00,7232.50000000,7230.25488281,0.01848,93.10775995
27,2018-06-10 03:16:00-06:00,7233.00000000,7230.25488281,0.01920,99.99129176
28,2018-06-10 03:16:00-06:00,7233.00000000,7229.00000000,0.02049,100.00000000
29,2018-06-10 03:17:00-06:00,7235.50000000,7229.00000000,0.02288,100.00000000
30,2018-06-10 03:17:00-06:00,7235.50000000,7235.50000000,0.02212,100.00000000
31,2018-06-10 03:18:00-06:00,7238.00000000,7238.00000000,0.02141,100.00000000
32,2018-06-10 03:18:00-06:00,7238.00000000,7228.00000000,0.02506,100.00000000
33,2018-06-10 03:19:00-06:00,7237.50000000,7228.00000000,0.02827,100.00000000
34,2018-06-10 03:19:00-06:00,7237.50000000,7238.00000000,0.02724,100.00000000
35,2018-06-10 03:20:00-06:00,7237.00000000,7238.00000000,0.02607,100.00000000
36,2018-06-10 03:20:00-06:00,7237.00000000,7233.00000000,0.02688,100.00000000
37,2018-06-10 03:21:00-06:00,7233.50000000,7233.00000000,0.02634,100.00000000
38,2018-06-10 03:21:00-06:00,7233.50000000,7233.00000000,0.02583,100.00000000
39,2018-06-10 03:22:00-06:00,7235.50000000,7235.50000000,0.02516,99.98900890
40,2018-06-10 03:22:00-06:00,7235.50000000,7237.00000000,0.02402,96.29118443
41,2018-06-10 03:23:00-06:00,7237.50000000,7235.50000000,0.02410,99.81924295
42,2018-06-10 03:23:00-06:00,7237.50000000,7238.00000000,0.02337,100.00000000
43,2018-06-10 03:24:00-06:00,7237.00000000,7238.00000000,0.02250,100.00000000
44,2018-06-10 03:24:00-06:00,7237.00000000,7237.00000000,0.02199,100.00000000
45,2018-06-10 03:25:00-06:00,7237.00000000,7235.50000000,0.02196,100.00000000
46,2018-06-10 03:25:00-06:00,7237.00000000,7235.50000000,0.02194,100.00000000
47,2018-06-10 03:26:00-06:00,7235.50000000,7237.50000000,0.02088,99.83380437
48,2018-06-10 03:26:00-06:00,7235.50000000,7237.50000000,0.01987,100.00000000
49,2018-06-10 03:27:00-06:00,7235.00000000,7237.50000000,0.01876,99.99998808
50,2018-06-10 03:27:00-06:00,7235.00000000,7222.50000000,0.02184,95.94298005
51,2018-06-10 03:28:00-06:00,7235.50000000,7238.00000000,0.02073,96.01505995
52,2018-06-10 03:28:00-06:00,7235.50000000,7235.50000000,0.02033,100.00000000
53,2018-06-10 03:29:00-06:00,7235.50000000,7235.50000000,0.01995,100.00000000
54,2018-06-10 03:29:00-06:00,7235.50000000,7235.50000000,0.01958,100.00000000
55,2018-06-10 03:30:00-06:00,7235.50000000,7235.50000000,0.01923,100.00000000
56,2018-06-10 03:30:00-06:00,7235.50000000,7237.50000000,0.01839,96.07620239
57,2018-06-10 03:31:00-06:00,7238.50000000,7237.50000000,0.01831,100.00000000
58,2018-06-10 03:31:00-06:00,7238.50000000,7238.00000000,0.01811,99.34364557
59,2018-06-10 03:32:00-06:00,7242.00000000,7239.00000000,0.01851,99.98030663
60,2018-06-10 03:32:00-06:00,7242.00000000,7230.25488281,0.02090,55.28822541
61,2018-06-10 03:33:00-06:00,7234.00000000,7242.00000000,0.01875,73.84881377
62,2018-06-10 03:33:00-06:00,7234.00000000,7242.00000000,0.01666,99.98715520
63,2018-06-10 03:34:00-06:00,7232.50000000,7235.50000000,0.01574,99.80753660
64,2018-06-10 03:34:00-06:00,7232.50000000,7235.50000000,0.01484,100.00000000
65,2018-06-10 03:35:00-06:00,7233.00000000,7235.50000000,0.01408,99.99999404
66,2018-06-10 03:35:00-06:00,7233.00000000,7242.00000000,0.01198,100.00000000
67,2018-06-10 03:36:00-06:00,7231.50000000,7234.00000000,0.01129,99.64528084
68,2018-06-10 03:36:00-06:00,7231.50000000,7233.00000000,0.01082,77.02687383
69,2018-06-10 03:37:00-06:00,7231.50000000,7233.00000000,0.01036,99.99272227
70,2018-06-10 03:37:00-06:00,7231.50000000,7235.50000000,0.00942,99.99578595
71,2018-06-10 03:38:00-06:00,7231.50000000,7232.00000000,0.00919,100.00000000
72,2018-06-10 03:38:00-06:00,7231.50000000,7232.00000000,0.00897,99.99998808
73,2018-06-10 03:39:00-06:00,7225.50000000,7232.00000000,0.00761,100.00000000
74,2018-06-10 03:39:00-06:00,7225.50000000,7232.00000000,0.00630,99.99971986
75,2018-06-10 03:40:00-06:00,7227.50000000,7227.85009766,0.00615,99.99999404
76,2018-06-10 03:40:00-06:00,7227.50000000,7227.74511719,0.00602,100.00000000
77,2018-06-10 03:41:00-06:00,7228.50000000,7228.85009766,0.00588,100.00000000
78,2018-06-10 03:41:00-06:00,7228.50000000,7228.74511719,0.00576,100.00000000
79,2018-06-10 03:42:00-06:00,7225.00000000,7231.50000000,0.00455,100.00000000
80,2018-06-10 03:42:00-06:00,7225.00000000,7231.50000000,0.00337,100.00000000
81,2018-06-10 03:43:00-06:00,7229.50000000,7230.17871094,0.00321,100.00000000
82,2018-06-10 03:43:00-06:00,7229.50000000,7230.12500000,0.00307,100.00000000
83,2018-06-10 03:44:00-06:00,7228.50000000,7230.08740234,0.00276,99.99998808
84,2018-06-10 03:44:00-06:00,7228.50000000,7230.06103516,0.00247,99.99744296
85,2018-06-10 03:45:00-06:00,7228.50000000,7233.00000000,0.00171,67.44654179
86,2018-06-10 03:45:00-06:00,7228.50000000,7228.87500000,0.00163,100.00000000
87,2018-06-10 03:46:00-06:00,7226.50000000,7228.91259766,0.00123,99.99991059
88,2018-06-10 03:46:00-06:00,7226.50000000,7222.50000000,0.00185,100.00000000
89,2018-06-10 03:47:00-06:00,7227.00000000,7222.50000000,0.00252,100.00000000
