Row,Timestamp,Actual,Prediction,Error,Confidence
1,2018-06-10 10:15:00-06:00,7234.50000000,6709.00000000,7.26381,100.00000000
2,2018-06-10 10:16:00-06:00,7229.00000000,6709.00000000,7.22853,0.19960080
3,2018-06-10 10:17:00-06:00,7228.50000000,6701.00000000,7.25152,0.19960080
4,2018-06-10 10:18:00-06:00,7228.50000000,6699.00000000,7.26993,0.19960080
5,2018-06-10 10:19:00-06:00,7228.00000000,6701.00000000,7.27416,0.19960080
6,2018-06-10 10:20:00-06:00,7225.50000000,6705.00000000,7.26241,0.19960080
7,2018-06-10 10:21:00-06:00,7225.50000000,6701.00000000,7.26193,0.19960080
8,2018-06-10 10:22:00-06:00,7223.50000000,6710.00000000,7.24278,0.19960080
9,2018-06-10 10:23:00-06:00,7224.00000000,6701.00000000,7.24244,54.57140207
10,2018-06-10 10:24:00-06:00,7228.50000000,6701.00000000,7.24795,96.41688466
11,2018-06-10 10:25:00-06:00,7228.50000000,6701.00000000,7.25245,99.58781600
12,2018-06-10 10:26:00-06:00,7225.50000000,6717.00000000,7.23455,0.19607844
13,2018-06-10 10:27:00-06:00,7223.50000000,6704.00000000,7.23126,54.22407985
14,2018-06-10 10:28:00-06:00,7223.50000000,6701.00000000,7.23141,4.35919948
15,2018-06-10 10:29:00-06:00,7223.50000000,6701.00000000,7.23154,92.48521328
16,2018-06-10 10:30:00-06:00,7220.50000000,6745.50000000,7.19072,100.00000000
17,2018-06-10 10:31:00-06:00,7214.50000000,6748.50000000,7.14769,96.07788920
18,2018-06-10 10:32:00-06:00,7205.50000000,6731.50000000,7.11606,100.00000000
19,2018-06-10 10:33:00-06:00,7219.50000000,6736.50000000,7.09365,100.00000000
20,2018-06-10 10:34:00-06:00,7217.50000000,6742.50000000,7.06802,100.00000000
21,2018-06-10 10:35:00-06:00,7221.50000000,6745.50000000,7.04533,99.99992251
22,2018-06-10 10:36:00-06:00,7225.00000000,6727.00000000,7.03839,100.00000000
23,2018-06-10 10:37:00-06:00,7222.00000000,6726.85009766,7.03047,99.75500703
24,2018-06-10 10:38:00-06:00,7225.50000000,6720.50000000,7.02875,99.99995828
25,2018-06-10 10:39:00-06:00,7225.50000000,6717.00000000,7.02910,59.43020582
26,2018-06-10 10:40:00-06:00,7225.00000000,6717.00000000,7.02918,99.99427199
27,2018-06-10 10:41:00-06:00,7225.00000000,6716.00000000,7.02976,100.00000000
28,2018-06-10 10:42:00-06:00,7225.00000000,6716.00000000,7.03031,98.53107929
29,2018-06-10 10:43:00-06:00,7225.00000000,6715.00000000,7.03129,100.00000000
30,2018-06-10 10:44:00-06:00,7225.00000000,6715.00000000,7.03221,95.92535496
31,2018-06-10 10:45:00-06:00,7225.50000000,6720.50000000,7.03082,100.00000000
32,2018-06-10 10:46:00-06:00,7225.50000000,6723.50000000,7.02822,99.81940985
33,2018-06-10 10:47:00-06:00,7225.00000000,6720.50000000,7.02684,99.99974370
34,2018-06-10 10:48:00-06:00,7220.50000000,6720.50000000,7.02384,100.00000000
35,2018-06-10 10:49:00-06:00,7224.50000000,6726.85009766,7.01997,100.00000000
36,2018-06-10 10:50:00-06:00,7224.00000000,6726.85009766,7.01613,100.00000000
37,2018-06-10 10:51:00-06:00,7223.50000000,6748.50000000,7.00423,99.83597994
38,2018-06-10 10:52:00-06:00,7222.50000000,6731.50000000,6.99881,100.00000000
39,2018-06-10 10:53:00-06:00,7224.00000000,6743.00000000,6.99008,100.00000000
40,2018-06-10 10:54:00-06:00,7225.00000000,6738.50000000,6.98367,100.00000000
41,2018-06-10 10:55:00-06:00,7226.50000000,6742.50000000,6.97669,100.00000000
42,2018-06-10 10:56:00-06:00,7226.00000000,6742.50000000,6.96989,100.00000000
43,2018-06-10 10:57:00-06:00,7222.00000000,6743.00000000,6.96204,100.00000000
44,2018-06-10 10:58:00-06:00,7222.00000000,6734.50000000,6.95723,99.99971986
45,2018-06-10 10:59:00-06:00,7222.00000000,6734.50000000,6.95263,100.00000000
46,2018-06-10 11:00:00-06:00,7220.50000000,6733.00000000,6.94826,99.99998808
47,2018-06-10 11:01:00-06:00,7206.00000000,6720.50000000,6.94377,99.97529984
48,2018-06-10 11:02:00-06:00,7217.50000000,6731.50000000,6.93939,100.00000000
49,2018-06-10 11:03:00-06:00,7217.00000000,6731.50000000,6.93506,53.18325162
50,2018-06-10 11:04:00-06:00,7212.00000000,6738.00000000,6.92781,34.33466852
51,2018-06-10 11:05:00-06:00,7211.50000000,6710.00000000,6.92833,99.94122386
52,2018-06-10 11:06:00-06:00,7205.50000000,6754.00000000,6.91559,99.84971881
53,2018-06-10 11:07:00-06:00,7150.00000000,6755.00000000,6.88934,100.00000000
54,2018-06-10 11:08:00-06:00,7133.50000000,6746.50000000,6.86223,100.00000000
55,2018-06-10 11:09:00-06:00,7123.00000000,6746.00000000,6.83369,100.00000000
56,2018-06-10 11:10:00-06:00,7122.00000000,6751.50000000,6.80456,100.00000000
57,2018-06-10 11:11:00-06:00,7127.00000000,6758.50000000,6.77589,100.00000000
58,2018-06-10 11:12:00-06:00,7130.00000000,6754.85009766,6.74978,100.00000000
59,2018-06-10 11:13:00-06:00,7126.00000000,6752.00000000,6.72433,100.00000000
60,2018-06-10 11:14:00-06:00,7120.50000000,6710.00000000,6.70834,99.32641983
61,2018-06-10 11:15:00-06:00,7090.00000000,6717.00000000,6.68462,99.74222183
62,2018-06-10 11:16:00-06:00,7092.00000000,6774.50000000,6.64901,100.00000000
63,2018-06-10 11:17:00-06:00,7086.00000000,6765.00000000,6.61537,100.00000000
64,2018-06-10 11:18:00-06:00,7097.50000000,6767.00000000,6.58477,100.00000000
65,2018-06-10 11:19:00-06:00,7106.50000000,6767.14990234,6.55693,100.00000000
66,2018-06-10 11:20:00-06:00,7102.50000000,6754.89501953,6.53173,100.00000000
