Row,Timestamp,Actual,Prediction,Error,Confidence
1,2018-04-01 07:05:00,2.30000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
2,2018-04-01 07:10:00,2.28000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
3,2018-04-01 07:15:00,2.91000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
4,2018-04-01 07:20:00,2.61000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
5,2018-04-01 07:25:00,2.65000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
6,2018-04-01 07:30:00,2.46000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
7,2018-04-01 07:35:00,2.51000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
8,2018-04-01 07:40:00,2.50000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
9,2018-04-01 07:45:00,2.61000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
10,2018-04-01 07:50:00,2.47000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
11,2018-04-01 07:55:00,2.40000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
12,2018-04-01 08:00:00,2.42000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
13,2018-04-01 08:05:00,2.41000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
14,2018-04-01 08:10:00,2.39000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
15,2018-04-01 08:15:00,2.32000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
16,2018-04-01 08:20:00,2.34000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
17,2018-04-01 08:25:00,2.25000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
18,2018-04-01 08:30:00,2.17000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
19,2018-04-01 08:35:00,2.21000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
20,2018-04-01 08:40:00,2.25000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
21,2018-04-01 08:45:00,2.35000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
22,2018-04-01 08:50:00,2.57000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
23,2018-04-01 08:55:00,2.42000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
24,2018-04-01 09:00:00,2.49000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
25,2018-04-01 09:05:00,2.42000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
26,2018-04-01 09:10:00,2.46000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
27,2018-04-01 09:15:00,2.47000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
28,2018-04-01 09:20:00,2.37000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
29,2018-04-01 09:25:00,2.33000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
30,2018-04-01 09:30:00,2.27000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
31,2018-04-01 09:35:00,2.24000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
32,2018-04-01 09:40:00,2.11000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
33,2018-04-01 09:45:00,2.22000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
34,2018-04-01 09:50:00,2.23000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
35,2018-04-01 09:55:00,2.25000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
36,2018-04-01 10:00:00,2.47000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
37,2018-04-01 10:05:00,2.51000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
38,2018-04-01 10:10:00,2.46000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
39,2018-04-01 10:15:00,2.42000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
40,2018-04-01 10:20:00,2.48000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
41,2018-04-01 10:25:00,2.49000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
42,2018-04-01 10:30:00,2.50000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
43,2018-04-01 10:35:00,2.41000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
44,2018-04-01 10:40:00,2.50000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
45,2018-04-01 10:45:00,2.49000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
46,2018-04-01 10:50:00,2.55000000,5.00000000,5.00000000,5.00000000,5.00000000,5.00000000,100.00000000
